model_name,run_id,cv_best_macro_f1,test_macro_f1,best_params
logreg_ovr,eab9253f8b204df99c09ae8e15330c4d,nan,0.5374152008981731,"{""memory"": null, ""verbose"": false}"
xgboost,de9d65ec322243e79fe20dc27ab019a9,nan,0.5134907541718687,"{""base_score"": null, ""booster"": null, ""callbacks"": null, ""colsample_bylevel"": null, ""colsample_bynode"": null, ""colsample_bytree"": 0.85, ""device"": ""cuda"", ""early_stopping_rounds"": null, ""enable_categorical"": false, ""eval_metric"": ""mlogloss"", ""feature_types"": null, ""feature_weights"": null, ""gamma"": null, ""grow_policy"": null, ""importance_type"": null, ""interaction_constraints"": null, ""learning_rate"": 0.05, ""max_bin"": null, ""max_cat_threshold"": null, ""max_cat_to_onehot"": null, ""max_delta_step"": null, ""max_depth"": 8, ""max_leaves"": null, ""min_child_weight"": null, ""missing"": NaN, ""monotone_constraints"": null, ""multi_strategy"": null, ""n_estimators"": 300, ""n_jobs"": 1, ""num_class"": 15, ""num_parallel_tree"": null, ""objective"": ""multi:softprob"", ""random_state"": 42, ""reg_alpha"": null, ""reg_lambda"": null, ""sampling_method"": null, ""scale_pos_weight"": null, ""subsample"": 0.85, ""tree_method"": ""hist"", ""validate_parameters"": null, ""verbosity"": null}"
