model_name,run_id,cv_best_macro_f1,test_macro_f1,best_params
lightgbm,9d627c84fd6540049351695b20042d64,0.40155610401673125,0.5419384319384319,"{""colsample_bytree"": 0.7, ""learning_rate"": 0.03, ""max_depth"": 30, ""n_estimators"": 700, ""num_leaves"": 63, ""subsample"": 0.7}"
xgboost,22d1112a09ed4ae9bf53c38ebe51a542,0.44058320563738523,0.52988936988937,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""max_depth"": 10, ""n_estimators"": 500, ""subsample"": 0.7}"
